timestamp,n_running,n_pending
1786441003.43938,2,8
1786441011.7438128,5,6
1786441019.4133115,1,2
1786441026.3221543,0,1
1786441031.9351654,0,1
1786441037.2926257,0,1
1786441042.655588,0,1
1786441047.980168,0,1
1786441053.3143966,1,1
1786441058.6785386,1,1
1786441064.0057952,0,0
