repo	relpath	line	matched_patterns	text
alphafold	README.md	323	nvidia	[GPU enumeration](https://docs.nvidia.com/datacenter/cloud-native/container-toolkit/user-guide.html#gpu-enumeration)
alphafold	README.md	351	disk	requires 8 CPU cores (vCPUs), 8 GB of RAM, and 600 GB of disk space.
alphafold	README.md	413	datacenter_gpu,nvidia	from a single A100 NVIDIA GPU. Prediction speed on A100 for smaller structures
boltz	README.md	28	cuda	pip install boltz[cuda] -U
boltz	README.md	35	cuda	cd boltz; pip install -e .[cuda]
boltz	README.md	38	cuda	If you are installing on CPU-only or non-CUDA GPus hardware, remove `[cuda]` from the above commands. Note that the CPU version is significantly slower than the GPU version.
boltz	README.md	79	nvidia	On recent NVIDIA GPUs, Boltz leverages the acceleration provided by [NVIDIA  cuEquivariance](https://developer.nvidia.com/cuequivariance) kernels. Boltz also runs on Tenstorrent hardware thanks to a [fork](https://github.com/moritztng/tt-boltz) by Moritz Thüning.
boltz	docs/prediction.md	347	nvidia	- When running on old NVIDIA GPUs, you may encounter an error related to the `cuequivariance` library. In this case, you should run the model with the `--no_kernels` flag, which will disable the use of the `cuequivariance` library and allow the model to run without it. This may result in slightly lower performance, but it will allow you to run the model on older hardware.
boltzgen	README.md	127	datacenter_gpu	BoltzGen should be run on a GPU. On the right you can see the time required for each step in the pipeline for a single design on an A100 GPU.
esm	README.md	206	cuda	"model = ESMFold2Model.from_pretrained(""biohub/ESMFold2"").cuda().eval()"
foundry	docs/source/installation_faq.md	4	consumer_gpu,nvidia	<summary><strong>Installation on NVIDIA GeForce RTX 5060 - Blackwell architecture</strong></summary>
foundry	docs/source/installation_faq.md	6	cuda	If, when installing any of the models included in foundry, you get an error related to CUDA (see linked issue for examples) try installing a version of torch, torchvision and torchaudio that matches your python and CUDA distribution. For CUDA, choose the next lowest available library if there is not a version that matches your exact CUDA build.
foundry	docs/source/installation_faq.md	12	cuda	This is for Python 2.9.1 and CUDA 12.8.
genie3	README.md	674	datacenter_gpu	"""A94"", ""A95"", ""A100"", ""A103"""
genie3	README.md	704	cuda	| `--memory-snapshot` | Enable CUDA memory snapshot collection for debugging |
genie3	README.md	735	gpu_memory	so GPU memory is fully released between stages.
gnina	README.md	71	nvidia,cuda	[Follow NVIDIA's instructions](http://docs.nvidia.com/cuda/cuda-installation-guide-linux/#axzz4TWipdwX1) to install the latest version of CUDA (>= 12.0 is required). **Make sure `nvcc` is in your PATH.**
gnina	README.md	93	cuda	cmake ..  # -DUSE_SYSTEM_NVTX=1 may be needed with pytorch 2.7.0 and CUDA 12.9
gnina	README.md	100	nvidia,cuda	sudo apt-get remove nvidia-cuda-toolkit
gnina	README.md	101	nvidia,cuda	wget https://developer.download.nvidia.com/compute/cuda/12.4.0/local_installers/cuda_12.4.0_550.54.14_linux.run
gnina	README.md	104	nvidia	wget https://developer.download.nvidia.com/compute/cudnn/9.0.0/local_installers/cudnn-local-repo-ubuntu2204-9.0.0_1.0-1_amd64.deb
gnina	README.md	108	cuda	sudo apt-get -y install cudnn-cuda-12
gnina	README.md	392	gpu_requirement	--no_gpu                           Disable GPU acceleration, even if
gnina	docs/install_apt_debian.md	11	cuda	Your Distro     |  CPU_ONLY  |  CUDA  |     Alias
gnina	docs/install_apt_debian.md	38	cuda	the cuda version cannot be installed at the same time.
gnina	docs/install_apt_debian.md	41	cuda	# apt install [ caffe-cpu | caffe-cuda ]
gnina	docs/install_apt_debian.md	63	cuda	$ sudo apt build-dep [ caffe-cpu | caffe-cuda ]            # the most elegant way to pull caffe build dependencies
gnina	docs/install_apt_debian.md	64	cuda	$ apt source [ caffe-cpu | caffe-cuda ]               # download the source tarball and extract
gnina	docs/install_apt_debian.md	86	cuda	$ sudo apt build-dep [ caffe-cpu | caffe-cuda ]
gnina	docs/install_apt_debian.md	92	cuda	Some users may find their favorate compiler doesn't work well with CUDA.
gnina	docs/install_apt_debian.md	94	cuda	CXX compiler |  CUDA 7.5  |  CUDA 8.0  |
gnina	docs/install_apt_debian.md	104	cuda	`[1]` CUDA 7.5 's `host_config.h` must be patched before working with GCC-5.
gnina	docs/install_apt_debian.md	116	cuda	* If you are installing `caffe-cuda`, APT will automatically pull some of the
gnina	docs/install_apt_debian.md	117	nvidia,cuda	CUDA packages and the nvidia driver packages. Please be careful if you have
gnina	docs/install_apt_debian.md	118	nvidia,cuda	manually installed or hacked nvidia driver or CUDA toolkit or any other
gnina	docs/install_apt_debian.md	125	cuda	* The python interface is Python 3 version: `python3-caffe-{cpu,cuda}`.
gnina	docs/install_apt_debian.md	140	cuda	* I installed the CPU version. How can I switch to the CUDA version?
gnina	docs/install_apt_debian.md	142	cuda	`sudo apt install caffe-cuda`, apt's dependency resolver is smart enough to deal with this.
gnina	docs/install_apt_debian.md	155	cuda	https://tracker.debian.org/pkg/caffe-contrib  (for the CUDA version)
gnina	docs/tutorial/layers/absval.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/absval_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/absval_layer.cu)
gnina	docs/tutorial/layers/accuracy.md	13	cuda	* CUDA GPU implementation: [`./src/caffe/layers/accuracy_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/accuracy_layer.cu)
gnina	docs/tutorial/layers/argmax.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/argmax_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/argmax_layer.cu)
gnina	docs/tutorial/layers/batchnorm.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/batch_norm_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/batch_norm_layer.cu)
gnina	docs/tutorial/layers/batchreindex.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/batch_reindex_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/batch_reindex_layer.cu)
gnina	docs/tutorial/layers/bias.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/bias_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/bias_layer.cu)
gnina	docs/tutorial/layers/bnll.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/bnll_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/bnll_layer.cu)
gnina	docs/tutorial/layers/concat.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/concat_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/concat_layer.cu)
gnina	docs/tutorial/layers/contrastiveloss.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/contrastive_loss_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/contrastive_loss_layer.cu)
gnina	docs/tutorial/layers/convolution.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/conv_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/conv_layer.cu)
gnina	docs/tutorial/layers/crop.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/crop_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/crop_layer.cu)
gnina	docs/tutorial/layers/deconvolution.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/deconv_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/deconv_layer.cu)
gnina	docs/tutorial/layers/dropout.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/dropout_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/dropout_layer.cu)
gnina	docs/tutorial/layers/eltwise.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/eltwise_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/eltwise_layer.cu)
gnina	docs/tutorial/layers/elu.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/elu_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/elu_layer.cu)
gnina	docs/tutorial/layers/embed.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/embed_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/embed_layer.cu)
gnina	docs/tutorial/layers/euclideanloss.md	10	cuda	* CUDA GPU implementation: [`./src/caffe/layers/euclidean_loss_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/euclidean_loss_layer.cu)
gnina	docs/tutorial/layers/exp.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/exp_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/exp_layer.cu)
gnina	docs/tutorial/layers/filter.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/filter_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/filter_layer.cu)
gnina	docs/tutorial/layers/hdf5data.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/hdf5_data_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/hdf5_data_layer.cu)
gnina	docs/tutorial/layers/hdf5output.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/hdf5_output_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/hdf5_output_layer.cu)
gnina	docs/tutorial/layers/im2col.md	10	cuda	* CUDA GPU implementation: [`./src/caffe/layers/im2col_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/im2col_layer.cu)
gnina	docs/tutorial/layers/infogainloss.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/infogain_loss_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/infogain_loss_layer.cu)
gnina	docs/tutorial/layers/innerproduct.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/inner_product_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/inner_product_layer.cu)
gnina	docs/tutorial/layers/log.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/log_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/log_layer.cu)
gnina	docs/tutorial/layers/lrn.md	11	cuda	* CUDA GPU Implementation: [`./src/caffe/layers/lrn_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/lrn_layer.cu)
gnina	docs/tutorial/layers/lstm.md	12	cuda	* CUDA GPU implementation (helper): [`./src/caffe/layers/lstm_unit_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/lstm_unit_layer.cu)
gnina	docs/tutorial/layers/mvn.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/mvn_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/mvn_layer.cu)
gnina	docs/tutorial/layers/pooling.md	10	cuda	* CUDA GPU implementation: [`./src/caffe/layers/pooling_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/pooling_layer.cu)
gnina	docs/tutorial/layers/power.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/power_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/power_layer.cu)
gnina	docs/tutorial/layers/prelu.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/prelu_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/prelu_layer.cu)
gnina	docs/tutorial/layers/python.md	27	nvidia	* [Tutorial for writing Python layers with DIGITS](https://github.com/NVIDIA/DIGITS/tree/master/examples/python-layer)
gnina	docs/tutorial/layers/recurrent.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/recurrent_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/recurrent_layer.cu)
gnina	docs/tutorial/layers/reduction.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/reduction_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/reduction_layer.cu)
gnina	docs/tutorial/layers/relu.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/relu_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/relu_layer.cu)
gnina	docs/tutorial/layers/scale.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/scale_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/scale_layer.cu)
gnina	docs/tutorial/layers/sigmoid.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/sigmoid_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/sigmoid_layer.cu)
gnina	docs/tutorial/layers/sigmoidcrossentropyloss.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/sigmoid_cross_entropy_loss_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/sigmoid_cross_entropy_loss_layer.cu)
gnina	docs/tutorial/layers/silence.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/silence_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/silence_layer.cu)
gnina	docs/tutorial/layers/slice.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/slice_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/slice_layer.cu)
gnina	docs/tutorial/layers/softmax.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/softmax_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/softmax_layer.cu)
gnina	docs/tutorial/layers/softmaxwithloss.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/softmax_loss_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/softmax_loss_layer.cu)
gnina	docs/tutorial/layers/split.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/split_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/split_layer.cu)
gnina	docs/tutorial/layers/tanh.md	9	cuda	* CUDA GPU implementation: [`./src/caffe/layers/tanh_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/tanh_layer.cu)
gnina	docs/tutorial/layers/threshold.md	9	cuda	* CUDA GPU implementation: [`./src/caffe/layers/threshold_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/threshold_layer.cu)
gnina	docs/tutorial/layers/tile.md	11	cuda	* CUDA GPU implementation: [`./src/caffe/layers/tile_layer.cu`](https://github.com/BVLC/caffe/blob/master/src/caffe/layers/tile_layer.cu)
la-proteina	README.md	16	nvidia	"<a href=""https://research.nvidia.com/labs/genair/la-proteina/"" target=""_blank"">Project&nbsp;Page</a>"
la-proteina	README.md	57	nvidia	In the paper we train our models on subsets of the AFDB. We provide lists of IDs for each dataset in [laproteina_afdb_ids.zip](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/la_proteina_afdb_ids.zip/files).
la-proteina	README.md	61	nvidia	We provide minimal dataloader implementations that allow training on different subsets of the PDB. Here we describe how to use these minimal dataloaders. Note that all our models are trained on subsets of the AFDB, not on the PDB, as described in the paper. We provide the indices of the AFDB used for the datasets described in the paper [here](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/la_proteina_afdb_ids.zip/files).
la-proteina	README.md	117	nvidia	La-Proteina consists of two models, the autoencoder and the latent diffusion. All checkpoints should be downloaded and placed in the directory `./checkpoints_laproteina` in the codebase's root directory. The code loads checkpoints from this directory automatically. All checkpoints can be found [here](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/collections/laproteina_weights_data/artifacts). We also provide individual links below.
la-proteina	README.md	120	nvidia	- (LD1) Unconditional generation, no triangular update layers, generation up to 500 residues: [LD1_ucond_notri_512.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld1_ucond_notri_512.ckpt/files).
la-proteina	README.md	121	nvidia	- (LD2) Unconditional generation, triangular multiplicative update layers, generation up to 500: [LD2_ucond_tri_512.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld2_ucond_tri_512.ckpt/files).
la-proteina	README.md	122	nvidia	- (LD3) Unconditional generation, no triangular update layers, generation between 300 and 800 residues: [LD3_ucond_notri_800.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld3_ucond_notri_800.ckpt/files).
la-proteina	README.md	123	nvidia	- (LD4) Indexed atomistic motif scaffolding, all atom: [LD4_motif_idx_aa.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld4_motif_idx_aa.ckpt/files).
la-proteina	README.md	124	nvidia	- (LD5) Indexed atomistic motif scaffolding, tip atom: [LD5_motif_idx_tip.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld5_motif_idx_tip.ckpt/files).
la-proteina	README.md	125	nvidia	- (LD6) Unindexed atomistic motif scaffolding, all atom: [LD6_motif_uidx_aa.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld6_motif_uidx_aa.ckpt/files).
la-proteina	README.md	126	nvidia	- (LD7) Unindexed atomistic motif scaffolding, tip atom: [LD7_motif_uidx_tip.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ld7_motif_uidx_tip.ckpt/files).
la-proteina	README.md	129	nvidia	- (AE1) Autoencoder for unconditional generation up to 500 residues, which should be used with models (LD1, LD2): [AE1_ucond_512.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ae1_ucond_512.ckpt/files).
la-proteina	README.md	130	nvidia	- (AE2) Autoencoder for unconditional generation between 300 and 800 residues, which should be used with model (LD3): [AE2_ucond_800.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ae2_ucond_800.ckpt/files).
la-proteina	README.md	131	nvidia	- (AE3) Autoencoder for atomistic motif scaffolding, which should be used with model (LD4, LD5, LD6, LD7): [AE3_motif.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/ae3_motif.ckpt/files).
la-proteina	README.md	176	nvidia	Source code is released under the Apache 2.0 license. Please see the [LICENSE](https://www.apache.org/licenses/LICENSE-2.0). Model Weights are released under [NVIDIA Open Model License Agreement](https://www.nvidia.com/en-us/agreements/enterprise-software/nvidia-open-model-license/). All other materials are released under the Creative Commons Attribution 4.0 International License, [CC-BY 4.0](https://creativecommons.org/licenses/by/4.0/legalcode).
megalodon	README.md	9	nvidia	<sup>*</sup>NVIDIA &emsp; <b>&middot;</b> &emsp; Department of Computational Biology, Carnegie Mellon University
megalodon	README.md	17	nvidia	<span><sup>*</sup>Equal contributions</span> &emsp; <span><sup>†</sup>Work performed during internship at NVIDIA</span>
megalodon	README.md	41	cuda	- CUDA-compatible GPU (recommended for training)
megalodon	README.md	117	nvidia	- `megalodon_diffusion.yaml` - Megalodon with diffusion objective - [download weights](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/megalodon_qm9_large/files)
megalodon	README.md	118	nvidia	- `megalodon_fm.yaml` - Megalodon with flow matching objective - [download weights](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/megalodon_qm9_fm/files)
megalodon	README.md	119	nvidia	- `megalodon_quick_diffusion.yaml` - Megalodon with lighter architecture - [download weights](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/megalodon_qm9_quick/files)
megalodon	README.md	122	nvidia	- `megalodon_diffusion.yaml` - Megalodon diffusion for drug-like molecules - [download weights](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/megalodon_drugs_large/files)
megalodon	README.md	123	nvidia	- `megalodon_quick_diffusion.yaml` - Megalodon with lighter architecture - [download weights](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/megalodon_drugs_small/files)
megalodon	README.md	124	nvidia	- `megalodon_fm.yaml` - Megalodon flow matching for drug-like molecules - [download weights](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/megalodon_drugs_fm/files)
megalodon	requirements.txt	9	cuda	# PyTorch with CUDA support - upgraded to 2.7.0 for security compliance
megalodon	requirements.txt	12	cuda	# PyTorch Geometric find-links for CUDA 12.6 (PyTorch 2.7.0 compatible)
openadmet-models	docs/installation.rst	24	cuda,gpu_requirement	If you want to use GPU acceleration, ensure you have the appropriate CUDA toolkit installed and use the `openadmet-models-cuda.yaml` file instead:
openfold-3	README.md	30	nvidia,cuda	- Kernel acceleration through [cuEquivariance](https://docs.nvidia.com/cuda/cuequivariance) and [DeepSpeed4Science](https://www.deepspeed.ai/tutorials/ds4sci_evoformerattention/) kernels - more details [here](https://openfold-3.readthedocs.io/en/latest/kernels.html)
openfold-3	docs/source/Installation.md	8	cuda	OpenFold3 inference requires a system with a GPU with a minimum of CUDA 12.1 and 32GB of memory. Most of our testing has been performed on A100s with 40GB of memory.
openfold-3	docs/source/Installation.md	19	nvidia,cuda	for a more reproducible and streamlined setup, especially when installing OpenFold3 with its full set of dependencies, we recommend using [pixi](https://pixi.prefix.dev/latest/index.html). Using pixi makes it easier to choose the right pre-configured environment for your hardware, such as CPU-only, NVIDIA CUDA, or AMD ROCm.
openfold-3	docs/source/Installation.md	51	gpu_requirement	| `openfold3-cpu`    | `linux-64`, `linux-aarch64`, `osx-64`, `osx-arm64` | CPU-only environment for running OpenFold3 without GPU acceleration. |
openfold-3	docs/source/Installation.md	52	nvidia,cuda	| `openfold3-cuda12` | `linux-64`, `linux-aarch64`                        | NVIDIA GPU environment using CUDA 12.                                |
openfold-3	docs/source/Installation.md	53	nvidia,cuda	| `openfold3-cuda13` | `linux-64`, `linux-aarch64`                        | NVIDIA GPU environment using CUDA 13.                                |
openfold-3	docs/source/Installation.md	56	nvidia	Choose the environment that matches your system. For example, use `openfold3-cpu` for CPU-only installations, `openfold3-cuda12` or `openfold3-cuda13` for NVIDIA GPU systems, and `openfold3-rocm7` for AMD ROCm systems.
openfold-3	docs/source/Installation.md	80	nvidia	Installation of Deepspeed requires installation of [Nvidia CUTLASS](https://github.com/NVIDIA/cutlass)
openfold-3	docs/source/Installation.md	82	nvidia	Nvidia CUTLASS may be installed [directly from source](https://docs.nvidia.com/cutlass/latest/media/docs/cpp/quickstart.html).
openfold-3	docs/source/Installation.md	84	nvidia	Alternatively, a [pypi package of nvidia-cutlass](https://pypi.org/project/nvidia-cutlass/) is available, but it is no longer being maintained after version 4.2.0. To use this package, run `pip install nvidia-cutlass && export CUTLASS_PATH=DS_USE_CUTLASS_PYTHON_BINDINGS`
openfold-3	docs/source/Installation.md	86	nvidia	Once nvidia cutlass is installed, the deepspeed extension may be installed with
openfold-3	docs/source/Installation.md	93	gpu_requirement	To install GPU accelerated {doc}`cuEquivariance attention kernels <kernels>`, use:
openfold-3	docs/source/Installation.md	117	cuda	OpenFold may need a few environment variables set so CUDA, compilation, and JIT-built extensions can be found correctly.
openfold-3	docs/source/Installation.md	119	cuda	- `CUDA_HOME` should point to the CUDA installation. On many HPC clusters you will this can be set by loading the appropriate toolchain using environment modules, for example `module load cuda`.  If you do not set this you will likely get a `No such file or directory: '/usr/local/cuda/bin/nvcc'` error.
openfold-3	docs/source/Installation.md	131	cuda	- `LD_LIBRARY_PATH` may need to be set to the matching CUDA directories. How to set this will depend on the system.
openfold-3	docs/source/Installation.md	133	cuda	"- You can often run `find ""$CUDA_HOME"" -name 'libcurand.so*' 2>/dev/null` to find the CUDA layout of your system."
openfold-3	docs/source/Installation.md	135	cuda	- If you get a `/usr/bin/ld: cannot find -lcurand` error, this usually means the CUDA math libraries (which include `libcurand`) are not on your library search path. You may need to add the appropriate CUDA library directory to  `LIBRARY_PATH`.
openfold-3	docs/source/Installation.md	136	cuda	"- Example: `export LIBRARY_PATH=""$(echo ""$CUDA_HOME"" | sed 's|/cuda/|/math_libs/|')/targets/sbsa-linux/lib:${LIBRARY_PATH:-}""`"
openfold-3	docs/source/Installation.md	218	datacenter_gpu	- Optionally run an inference integration test on two samples, without MSA alignments (~5 min on A100)
openfold-3	docs/source/index.md	44	nvidia,cuda	- Kernel acceleration through [cuEquivariance](https://docs.nvidia.com/cuda/cuequivariance) and [DeepSpeed4Science](https://www.deepspeed.ai/tutorials/ds4sci_evoformerattention/) kernels - more details {doc}`here <kernels>`
openfold-3	docs/source/inference.md	278	disk	For large inference jobs, especially jobs with many seeds, it is useful to skip the full confidence score generation to save disk space. This can be done with the following settings
openfold-3	docs/source/inference.md	303	cuda	On AMD GPUs, OpenFold3 can use native Triton kernels for the Evoformer attention and TriangleMultiplicativeUpdate layers instead of the default CUDA-specific kernels.
openfold-3	docs/source/kernels.md	3	nvidia,cuda	OF3 supports cuEquivariance [triangle_multiplicative_update](https://docs.nvidia.com/cuda/cuequivariance/api/generated/cuequivariance_torch.triangle_multiplicative_update.html) and [triangle_attention](https://docs.nvidia.com/cuda/cuequivariance/api/generated/cuequivariance_torch.triangle_attention.html) kernels which can speed up inference/training of the model.
openfold-3	docs/source/precomputed_msa_explanation.md	116	disk	In order to reduce the disk space necessary when running predictions, we support reusing the same MSA files for identical chains across different samples. During inference, you can just specify the path to the same MSA files for identical chains in different queries (see the {ref}`How-To Guide <2-precomputed-msa-directory-structure-and-file-name-conventions>` for details on how to do this). For example, given a protein target and 3 different small molecule binders to screen:
openfold-3	docs/source/precomputed_msa_generation_how_to.md	10	disk	- By default, running `python download_of3_databases.py` will download the UniRef90, UniProt, MGnify, and PDB SEQRES databases for proteins - requires *330GB* of disk space
openfold-3	docs/source/precomputed_msa_generation_how_to.md	12	disk	- `--download-bfd` downloads **BFD** (Deepmind) - requires an additional *2.3TB* of disk space
openfold-3	docs/source/precomputed_msa_generation_how_to.md	13	disk	- `--download-cfdb` downloads **ColabFold** database (OF3 and the Steinneger lab, intended to replace BFD)  - requires an additional *1.5TB* of disk space
openfold-3	docs/source/precomputed_msa_generation_how_to.md	14	disk	- `--download-rna-dbs` downloads **Rfam, RNACentral, Nucleotide Collection** (RNA alignments) - requires an additional *27GB* disk space
openfold-3	docs/source/precomputed_msa_how_to.md	159	disk	For main MSAs, we provide support for preparsing MSA files from `a3m` and `sto` into `npz` numpy array format. This optional step reduces overall MSA parsing and processing times in the inference pipeline for large batch jobs with redundant sets of sequences as well as the disk space required to store these MSAs (see {ref}`this <5-preparsing-raw-msas-into-npz-format>` section for details). The preparsed, compressed MSA files can be generated from raw MSA data with the directory and file structure specified above using [this preparsing script](https://github.com/aqlaboratory/openfold-3/blob/main/scripts/data_preprocessing/preparse_alignments_of3.py).
openfold-3	docs/source/template_how_to.md	180	nvidia	- Stateless inference environments (e.g., NVIDIA Inference Microservices)
protein-design-mcp	README.md	36	nvidia	- Checks for Docker and NVIDIA GPU
protein-design-mcp	README.md	135	nvidia	GPU mode requires [NVIDIA Container Toolkit](https://docs.nvidia.com/datacenter/cloud-native/container-toolkit/install-guide.html). The image stdin/stdout is the MCP protocol — you normally don't run it directly, your MCP client does (see below).
protein-design-mcp	README.md	213	disk	The GPU build needs ~30 GB free disk and ~20 minutes.
protein-design-mcp	README.md	543	cuda	"| `DEVICE` | `""auto""`, `""cuda""`, or `""cpu""` | `auto` |"
proteina	README.md	19	nvidia	"<a href=""https://research.nvidia.com/labs/genair/proteina/"" target=""_blank"">Project&nbsp;Page</a>"
proteina	README.md	54	nvidia	Training and sampling models requires the files in [proteina_additional_files.zip](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/proteina_additional_files/files), which include:
proteina	README.md	62	nvidia	"Additionally, the dataloaders (see section ""Dataloaders"" below) require the files in [proteina_training_data_indices.zip](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/proteina_training_data_indices/files), which include:"
proteina	README.md	168	nvidia	- model $`\mathcal{M}_{\textrm{FS}}`$: Proteina trained on $`\mathcal{D}_{\textrm{FS}}`$, with ~200M transformer and ~15M triangle layer parameters: [proteina_v1.1_DFS_200M_tri.ckpt](https://catalog.ngc.nvidia.com/orgs/nvidia/teams/clara/resources/proteina_v1.1_dfs_200m_tri/files).
